TV,Radio,Social Media,Influencer,Ventas reales,Ventas predichas
64.0,19.21061664,3.087815141,3,221.7316739,227.81045295692294
65.0,23.33843751,3.875179167,3,233.9894064,231.36116910245323
80.0,29.33668376,3.456429808,2,288.1780625,284.7670483983064
78.0,20.72400777,5.503499783,3,274.793308,277.6473291287806
45.0,8.374998074,1.439268363,4,159.0624812,160.184143731961
45.0,7.116575677,2.3036211,3,162.0597348,160.14719986690716
25.0,10.69837915,1.359456063,4,87.9565535,88.94509824542416
68.0,14.02880622,1.276217736,1,241.2374276,242.02938110077434
29.0,8.714942563,0.956601942,3,100.2865105,103.17201515179768
77.0,17.33138261,0.414472802,2,272.7812221,274.1232231648681
51.0,27.16698915,1.952594516,2,185.1461543,181.48964555961322
77.0,28.85380575,6.217753837,2,279.7655483,274.04698956554034
51.0,16.17484875,1.898537466,2,185.0487647,181.49418355419846
77.0,28.53692221,3.714551546,4,271.690631,274.1315070671218
53.0,12.02782682,0.297664101,3,184.1005902,188.66611135488625
100.0,34.28471357,10.33797765,2,354.6804507,355.91893642420365
46.0,17.78260917,3.773452773,3,170.7813251,163.6871281398955
78.0,22.76786206,1.967175424,3,274.9018024,277.6905953311334
56.0,11.11142837,2.25649175,1,199.6925537,199.2746816908561
84.0,27.29955891,5.084324988,2,305.1819706,298.99536118693777
99.0,26.53623007,3.80369576,1,351.6684932,352.41433844338565
48.0,6.591213206,0.763794602,3,168.0750508,170.8524202259535
46.0,10.58168047,1.401502174,1,164.5996041,163.66589182559122
30.0,9.444382492,1.526273315,4,108.423201,106.7532696421447
75.0,29.24105443,3.969112218,2,266.4656814,266.95089997871906
42.0,15.50442945,2.861961964,4,145.797656,149.4780578098194
36.0,12.4369939,0.903680035,2,133.5881736,128.07845629223667
14.0,1.171320283,2.402996799,3,47.39172408,49.72726186145117
52.0,24.21323418,3.817027564,4,184.0961892,185.08272657768256
77.0,27.15924867,6.883559609,1,275.9579113,274.0126686134532
100.0,30.43535718,5.012795155,4,353.8381927,356.0397961212134
94.0,32.14620508,4.61092529,3,334.6459156,334.6457910445768
70.0,25.22857993,1.980812384,4,251.403637,249.22050745417235
41.0,7.125223319,1.156608183,4,148.2257628,145.9402547582549
55.0,18.50667095,4.089302485,1,196.1839752,195.68732334675565
61.0,28.09411494,4.630805282,4,215.5914833,217.12888948128375
82.0,28.92043035,3.213066798,2,285.3921433,291.8941438563727
10.0,3.779924037,1.188229762,3,40.69590144,35.493609592239494
68.0,29.49996311,3.520463252,4,242.827857,242.07593296454573
74.0,22.33691421,3.305106634,1,260.4652558,263.3729902923135
14.0,12.24402504,5.347549295,1,47.05770262,49.63347230165206
57.0,12.48040325,1.319113037,4,203.9487779,202.92772714886806
45.0,10.97413389,0.165895992,3,155.5045801,160.1724323965343
16.0,1.575240439,2.036787105,2,59.08480912,56.82896130295111
94.0,30.40243066,5.207841441,2,336.1680912,334.6123442532155
74.0,29.34550253,3.295645315,1,262.0124404,263.3706432468119
73.0,20.74650679,1.918559126,3,262.8661923,259.8821055956663
77.0,28.86749641,3.481911572,1,270.0653225,274.05437772886364
40.0,12.7084063,5.838251913,1,139.792394,142.23819307459055
96.0,33.28958396,6.573732291,2,342.952628,341.7182620195054
56.0,22.82931149,6.750361981,2,196.5688926,199.2413014241625
29.0,8.031844855,3.237071791,4,99.40704503,103.1705263439224
76.0,31.57443225,5.668187006,4,273.0425221,270.54417839288305
47.0,17.74772264,5.058791336,3,164.7476296,167.2331143632168
35.0,16.58991748,2.529490549,4,118.1016505,124.54808397448352
41.0,19.96957206,4.491042639,1,148.2586363,145.81435723312057
97.0,32.3661171,2.549591051,1,351.7904738,345.30396473485325
46.0,13.18020546,3.23549134,2,160.0951532,163.66880230995633
90.0,26.91428685,6.074164732,4,322.4667969,320.40822245544484
25.0,7.787564905,1.171257249,4,82.73231231,88.94846272366311
30.0,13.94263904,2.597301175,3,106.6131284,106.71173067808435
52.0,25.43144364,4.58797385,2,185.7341703,185.01943798668685
19.0,7.069720275,3.109655988,4,66.3342674,67.55283893662798
27.0,2.045585162,0.051933011,1,92.92957432,96.00841966734615
32.0,10.83204359,5.108585918,4,106.450803,113.83214677991023
59.0,18.5906666,1.662433769,2,207.7180998,209.99195909792218
51.0,24.64687638,6.444050052,2,189.4984681,181.4346668775196
76.0,21.43025018,3.608351353,1,269.0373261,270.4934594814638
71.0,35.11346181,4.409213287,4,255.7971209,252.74878770720034
72.0,15.43129391,3.006825317,3,258.0288425,256.3084778458384
94.0,27.08974013,1.867946948,1,336.6476274,334.62841544250216
18.0,5.104034315,2.428498516,2,60.2661565,63.94677031187348
15.0,17.87852819,6.684451448,3,50.73559898,53.23009452204597
50.0,22.22292707,3.600054733,1,174.8927672,177.88229644754028
27.0,9.235845656,2.963209488,1,93.35175941,95.969680458352
49.0,20.77180963,3.689627871,1,170.2013952,174.31973159396668
79.0,25.06755404,3.429945412,4,285.761592,281.2601892047634
80.0,31.5992473,5.409547295,4,280.2136399,284.7952308644611
96.0,31.0321785,2.172376019,4,339.2103946,341.8270712774678
67.0,22.92648803,5.522947611,1,237.9890855,238.41146995043744
73.0,14.83530271,1.586404834,4,260.0628572,259.9149513098453
80.0,23.62942306,4.262442573,3,282.8596166,284.7856658157379
75.0,30.5037236,3.850431399,3,269.8695308,266.9785676478222
33.0,10.15050712,2.311200267,1,118.2267883,117.34923485688847
78.0,23.32245121,3.866739527,4,280.8316239,277.6934089868001
28.0,5.552356016,1.01689872,2,100.5776591,99.58378075796175
29.0,6.059626048,2.206644363,4,106.074547,103.1840364234339
72.0,24.32547288,3.671370321,1,259.992715,256.24381325374554
42.0,6.69975335,2.161864768,4,147.9228529,149.48986201177212
100.0,32.38632069,6.903400294,4,350.8437408,356.0155945856679
19.0,12.52181267,1.924052672,2,66.91309675,67.5123970628209
47.0,17.37652562,1.905040273,4,161.7851523,167.29910696448974
16.0,3.849731765,1.23722102,2,57.15088632,56.838106468199776
51.0,11.93587139,1.614925811,3,178.2278365,181.52583741708165
74.0,26.87738758,3.516430061,2,265.1394241,263.39540064035435
17.0,0.000683948,0.672619169,1,58.09863066,60.38180811504947
82.0,28.51798649,5.24218225,1,291.5637059,291.84241159387
23.0,14.39672785,3.09997532,4,84.3023981,81.79822686561246
20.0,12.91275537,0.141228007,2,66.20189021,71.09639549274074
44.0,11.07570616,3.220120781,4,150.1901212,156.5990825852382
62.0,27.34392422,1.912193777,4,221.5407249,220.7249285769733
18.0,6.498471407,1.634970554,1,59.63995335,63.92951430813851
45.0,14.18460355,5.545421141,3,153.5787045,160.10439257605552
53.0,14.10567486,1.324027483,2,188.1229704,188.62597912014965
64.0,13.13494165,2.703723754,2,223.5338943,227.79073139268172
11.0,4.952002391,7.309016168,3,40.14105417,38.97902783124825
47.0,20.27755079,0.747904517,3,169.8875281,167.2858437064643
68.0,20.71881535,0.144885367,4,244.4277846,242.12100664720805
52.0,19.74043808,3.888113029,2,183.6277168,185.03014425715614
83.0,37.71626504,4.007700088,3,293.8381677,295.46976353281195
64.0,20.36203851,1.527641801,3,228.7836731,227.82945354340805
87.0,31.331044,7.012678356,3,307.9893433,309.68247720171007
96.0,29.50164045,4.919930365,3,344.0900697,341.76679975751455
94.0,30.87615447,7.201351187,1,336.7465414,334.560746732331
60.0,11.20191354,3.278170228,2,210.069569,213.53642196722203
69.0,20.65784983,3.72670806,3,245.8037354,245.61180270673134
66.0,22.43386587,0.874304744,2,232.4095312,234.9341377319547
46.0,19.51073972,3.107126419,4,163.2310879,163.7214437601493
67.0,14.96789081,0.99267693,1,235.79587,238.47061648836964
20.0,12.92065658,1.865530074,1,72.34626828,71.04831020653137
81.0,20.57784486,4.50390565,2,290.3717146,288.3190611410899
85.0,24.15551314,4.220903998,4,303.2976855,302.6224383021535
12.0,3.188668313,0.276135877,1,46.84859882,42.57581318560861
33.0,13.34990619,1.461002855,1,116.1267135,117.35868451260765
28.0,7.949128866,0.926508325,4,102.8151161,99.63733327382882
61.0,20.78954416,2.473938172,3,225.8221508,217.13164995359529
65.0,22.56391988,7.395603642,4,232.2711591,231.34428983031634
50.0,24.05831736,4.741096535,1,173.2842591,177.86745866001763
20.0,4.73382989,3.521101635,3,72.85903042,71.08386832323399
65.0,18.5065161,4.245568702,4,234.1596648,231.3848969896476
46.0,14.77131146,2.053779217,2,163.3497975,163.68294095328255
40.0,14.40248296,2.874709242,2,147.0288967,142.30109355552864
67.0,28.63117245,9.072549075,4,238.4197656,238.44522033245582
24.0,11.01989424,0.759861818,3,86.73732416,85.36384634548249
35.0,14.07835325,1.116862626,4,121.2157974,124.56653755457845
95.0,31.35729304,9.619583514,1,336.4166364,338.09246049789954
77.0,29.86234905,0.917605295,3,276.1736609,274.13919394352615
13.0,9.237764567,2.409567204,4,46.67789698,46.189017894850885
29.0,11.39467134,2.510669081,1,102.9582036,103.09847209095702
87.0,32.39081231,2.967629819,1,310.9883193,309.67914590077453
88.0,30.24576552,6.376378066,3,313.2604593,313.2527342533726
18.0,8.838122541,2.715304509,1,66.89880637,63.91525427314764
43.0,12.32309593,1.312615046,3,154.6999619,153.03377294567747
47.0,22.14974584,5.275784898,2,169.5980174,167.20223176062274
32.0,17.77874558,6.010796578,3,108.8352652,113.79184652189305
96.0,30.07537117,6.063871145,3,339.2135318,341.7523696029923
13.0,1.430684248,1.661340041,2,46.63333169,46.147798798569475
72.0,18.15760992,3.376908824,3,254.4566617,256.30291596011546
26.0,9.724543191,0.926883355,3,96.75762967,92.4861465754221
81.0,20.39194685,3.212250256,3,289.1757587,288.3618277441092
68.0,30.72403855,7.606630452,2,237.6481109,241.97140743658878
64.0,14.19845566,3.631962564,1,231.7642637,227.75217634910177
92.0,34.42143164,8.177003715,2,326.096435,327.4500781891211
36.0,12.46065694,1.91697969,1,130.308934,128.03920894455757
71.0,20.84941338,2.469887527,4,253.4622592,252.77792540207102
93.0,26.50281649,3.537618612,4,331.6478588,331.1258000074585
51.0,20.12090649,3.424064454,1,178.5207935,181.4471857015342
23.0,10.2124244,0.104238928,2,83.19717896,81.78368836510924
26.0,12.88857643,4.686955087,2,91.42400652,92.41163036615563
26.0,4.561389512,1.791092844,2,90.85086418,92.45057767762317
77.0,25.46734474,1.829690923,4,273.7988825,274.1560305375641
77.0,28.94958279,1.239417276,2,272.5494985,274.1088766683171
38.0,19.20198497,2.827452097,4,131.7523427,135.22934249218363
46.0,14.59052219,2.353695787,2,162.4281991,163.67927415540663
29.0,2.172596338,4.208324504,4,103.6348659,103.1605063918284
25.0,5.384656349,0.63199073,4,83.57435437,88.95601518224895
81.0,27.33577511,5.263650376,2,290.7775735,288.307234824009
64.0,18.66967958,3.045508873,4,227.315652,227.83780495397133
28.0,5.200063473,2.294252711,3,100.8682615,99.59465241744294
17.0,10.62493206,5.604877885,4,62.50050231,60.3966308670687
19.0,4.182629353,3.338355193,4,68.17931746,67.55100967481387
100.0,33.3317102,6.057539518,3,355.8934821,355.99914741750257
61.0,13.62383917,1.081630027,4,218.7967423,217.1781230845135
47.0,10.99758175,2.293062106,1,167.1158814,167.21661735654249
79.0,17.97181312,1.541124943,2,281.5342766,281.23290670349957
58.0,4.870187029,3.043994197,3,205.5431339,206.4442747965185
88.0,35.92794676,8.670850647,2,311.9081452,313.19556167275226
17.0,9.736331095,0.598563708,2,53.74971174,60.40594102084626
44.0,11.90949864,3.863594664,4,152.2200272,156.59078580508333
28.0,4.164198677,0.357389068,1,99.89737179,99.56583638933613
80.0,34.56254581,6.122002938,3,286.9573333,284.75869164064954
66.0,17.00947877,6.048201516,3,240.4988996,234.89832772334995
54.0,13.81708859,2.491412135,4,193.0901217,192.22679279323708
33.0,20.90396594,5.870763969,1,114.9270444,117.30117914294378
99.0,28.78290675,7.412178995,3,351.5295188,352.42193697927456
86.0,27.14817277,4.409399375,1,308.3930492,306.10109573739527
15.0,1.446983796,2.921059933,2,56.04128018,53.2560467237619
49.0,16.93806801,0.071734979,3,175.9464773,174.41935045110543
13.0,2.320134594,0.98234869,2,49.43055198,46.15593133003106
18.0,4.855549489,2.078003457,4,64.19337778,64.00448828546364
23.0,10.05141481,0.156850984,2,82.3199865,81.78309059647619
38.0,6.110769556,1.937174888,3,133.4760122,135.21838406176116
81.0,26.09919087,4.351757741,4,289.0364803,288.37228297423974
43.0,22.07496465,3.662349016,4,153.0649097,153.02775293956003
89.0,38.20357545,6.574378925,4,316.5734832,316.83606958215324
46.0,6.828532561,4.305234817,3,158.6215801,163.68436605422607
97.0,28.90739759,3.861604872,2,344.2288883,345.3154977378111
91.0,29.30289498,2.054143187,4,324.2025999,324.0193447222118
62.0,17.0374692,1.778592176,4,222.0800056,220.73021481393306
78.0,34.10820913,5.137124807,1,272.7931535,277.59390815185793
59.0,19.15990669,4.831583416,1,212.4086283,209.92570532208865
55.0,13.23675142,0.603918273,4,199.1316965,195.81243467571582
36.0,6.101045822,3.262967852,2,136.9397266,128.05133953605997
72.0,26.44800535,3.509245812,2,256.3737002,256.2717188874755
33.0,6.244258946,1.703124543,4,113.5987015,117.43807852185716
90.0,24.509163,5.201518953,1,324.3931698,320.34001560858337
46.0,15.49815546,0.169996911,3,166.9833119,163.73275147274373
81.0,34.258988,2.933485172,4,286.823796,288.38705394133757
99.0,30.02345521,4.263135192,1,352.4450349,352.40739755384885
10.0,2.296818223,0.334893148,4,40.51910041,35.53138055755593
34.0,5.161887001,0.592363282,3,126.0282242,120.98760036214904
13.0,14.52212352,2.823846857,1,48.8572496,46.102100031270865
15.0,8.240898541,4.207676862,1,54.81334067,53.21101893347413
40.0,19.94695027,4.409942415,1,144.8765937,142.25341286063116
12.0,6.636054358,0.838317446,2,43.42825766,42.59424395198376
63.0,27.00388098,4.800652099,1,221.1447837,224.17117576481365
82.0,27.87458605,2.319345751,2,287.7861637,291.9056277952888
24.0,8.822604644,0.388314589,4,86.78602638,85.39587595030744
14.0,5.599582378,2.536887018,3,45.55690769,49.724039231819326
44.0,17.26939778,4.424545391,2,158.5720707,156.5286526315368
25.0,1.4394043,0.476601268,4,90.93193458,88.95933535926251
20.0,2.388284572,0.593664839,4,75.77689023,71.14774034043667
46.0,17.61333015,3.480429694,3,160.6150905,163.690832305499
60.0,15.52766221,2.055274228,3,210.9051685,213.57674671683972
29.0,12.09106028,2.49021882,1,104.502706,103.09848155162119
22.0,1.551591041,0.486129113,3,80.97345703,78.24665867229774
12.0,2.198543559,0.346488071,1,41.63049839,42.57528634107528
72.0,17.91038389,1.864167533,2,255.4199022,256.29518289300063
64.0,20.50457042,4.530971142,2,233.6303792,227.76541230977406
13.0,12.37241338,6.51582713,2,46.12759555,46.08357055703549
49.0,14.87396622,1.638303876,3,174.200192,174.40059128055697
91.0,27.85349299,7.912248122,3,327.304958,323.9203554940547
22.0,0.215380634,2.2912306,3,77.9952183,78.2246766429661
68.0,29.19533041,8.045763533,1,245.6391876,241.93984752565575
77.0,31.6532001,7.776978403,1,273.9603772,273.9999758304752
24.0,9.225854712,3.542555386,2,90.49426422,85.30323042837954
28.0,17.01736977,3.049292563,2,98.52768262,99.55446982063235
41.0,11.74088996,1.639608836,4,144.5657092,145.93262397160925
91.0,25.51282008,5.125009083,4,324.0477099,323.9824820114542
98.0,30.95609029,8.511028129,2,345.5940721,348.81890858013423
40.0,20.13539246,4.956791317,2,142.7437996,142.27318041547107
14.0,11.24439034,2.602426966,4,53.87149398,49.74787447784576
64.0,22.46616939,7.150085369,1,233.0154686,227.70551024648935
32.0,11.59153516,1.284588077,3,115.6143077,113.85280719613648
26.0,6.527093405,4.829395036,3,89.66739821,92.43873140538287
82.0,35.19842223,5.380117436,4,290.437967,291.91825329729704
98.0,31.93407082,4.645249764,2,349.0851437,348.86664738514366
62.0,13.4829249,2.810263336,3,215.1240314,220.69199731673754
29.0,14.54674449,1.244351752,1,101.0405115,103.11311410903764
32.0,13.71375994,0.826277105,2,109.9278558,113.83112580495859
95.0,33.7322487,2.828376137,2,337.1550219,338.20273020671465
60.0,16.60417853,5.253646762,1,212.4874444,213.48331551324654
88.0,25.7813623,5.715407905,3,313.6573391,313.26252543800746
75.0,19.53226006,3.961231768,2,268.4892435,266.9544123094249
81.0,29.12147199,7.916414207,1,289.6405858,288.246976085242
90.0,32.98908421,5.114303431,3,321.266614,320.39138936092473
77.0,24.18854494,5.133802599,2,280.5497002,274.062112444792
61.0,26.82343484,5.586457741,3,214.3465426,217.09081433667606
40.0,8.588407255,3.068645816,2,140.1615469,142.300726012203
32.0,5.838121345,2.765538827,1,115.3436166,113.78313926239089
70.0,23.21694607,4.202648436,2,250.2521525,249.14030847402958
15.0,0.388039549,1.104823047,3,52.03837385,53.30564512222634
98.0,39.52760349,3.778663467,4,347.9878618,348.9280267061642
99.0,30.96792254,5.586192961,1,352.8213765,352.39060915600334
61.0,17.07116687,3.800921079,1,222.5963753,217.06318141332304
93.0,24.93237267,1.253028505,3,329.1478082,331.1281325712555
42.0,7.59338776,0.350837784,1,154.3461066,149.4321667129383
83.0,27.98792232,6.066843266,3,292.5631693,295.4475730007731
46.0,14.39237842,1.240397092,2,162.9001448,163.69319109873317
79.0,28.99004026,5.70656376,4,287.583199,281.230493088948
93.0,25.64704705,5.12437604,2,334.5425852,331.05309367977856
44.0,16.55078519,5.075482015,3,151.9241404,156.5474445243529
16.0,10.86123463,2.575875195,3,51.93438844,56.84562603080205
69.0,26.58051398,5.179786502,4,247.6436233,245.61828196923616
96.0,34.00593633,4.602944767,1,340.1997788,341.7158872892782
77.0,30.67023291,2.807285171,1,272.0442444,274.06213479149943
13.0,8.222252441,0.500016101,4,45.41847675,46.21312610892238
94.0,31.26698648,5.332790413,4,339.190205,334.6637572060502
58.0,17.93429813,3.457853997,4,206.2850969,206.46116846097377
23.0,6.674391648,0.15301899,1,83.3869198,81.75769030708649
58.0,14.52240349,2.871804552,4,209.8950004,206.46965764017824
82.0,23.14053461,2.043226707,3,288.6613241,291.93736256852526
69.0,24.57404491,8.260131069,3,246.9671859,245.55403856054102
92.0,36.2813941,7.693023889,4,334.2548231,327.5087149701939
60.0,17.69173462,3.241365169,1,216.0789617,213.50796190332264
55.0,17.46309474,4.0178371,1,202.9779971,195.68857923334974
82.0,25.51805538,2.738878738,4,288.5305831,291.9545094648996
86.0,27.73800583,5.293540405,3,307.8933318,306.14316243597625
18.0,10.65529469,1.368274421,2,64.70988356,63.95800520508678
93.0,33.05945096,5.78929841,2,335.2090696,331.04221660742616
63.0,18.0716099,4.009603049,3,222.395167,224.237427216133
35.0,18.81472652,3.041468747,4,123.9521411,124.54093356197376
43.0,6.89825317,0.646096057,1,154.3991126,152.99069979249717
49.0,7.870960618,4.867663371,2,176.1282464,174.33625156026923
43.0,9.48733807,1.971801126,4,151.8101792,153.05320677255403
52.0,9.837592493,2.080182174,3,183.7118744,185.08274949925817
56.0,20.84734986,4.647692649,4,202.3921238,199.32142263962567
25.0,0.965159981,2.585389556,1,85.23426236,88.85336625818817
23.0,7.989787362,0.508955059,4,84.70733843,81.83270724080248
64.0,22.69323068,0.34962043,2,226.0179062,227.81665045608466
13.0,1.785753879,1.150818911,3,44.24211889,46.18065937348559
73.0,15.85081095,3.055215876,4,262.6417301,259.8963250428024
100.0,29.08925518,2.287391235,2,354.7647676,356.0208970960629
55.0,24.07212451,5.369232218,3,194.5590745,195.72271741926386
38.0,6.215195866,5.315751143,4,138.3211236,135.2029600043044
13.0,7.430197108,1.294086175,2,44.84905295,46.15025685744936
54.0,12.98134935,2.751051575,3,194.0955015,192.19722173476146
11.0,9.398839224,3.206508472,4,41.35123045,39.05512674358669
21.0,5.180326908,1.332821498,1,77.69255229,74.61961917621603
32.0,0.084174691,0.64327624,4,113.3008572,113.8914662391953
38.0,10.81858114,0.61243765,2,140.0224896,135.20657004227775
55.0,21.8064834,2.570983167,3,193.559832,195.75831893595816
28.0,12.99050602,3.381622724,2,98.90352508,99.5517524185447
33.0,11.22418965,5.585571387,4,115.0606852,117.38803716163277
43.0,9.644227993,1.805611694,3,154.5326132,153.02858311356428
41.0,14.81924744,6.158927918,1,145.2317251,145.795423223478
39.0,26.08214459,3.414835509,4,135.6150886,138.7815780849348
56.0,25.65263615,3.484751126,2,194.2430827,199.28092636110932
98.0,32.98528869,3.891731352,2,351.0535774,348.8756499985596
59.0,24.11862064,4.750725408,2,213.9125352,209.95160275300157
88.0,33.64954284,6.652385998,1,314.8714995,313.19483312545543
35.0,16.29976047,0.058387425,3,124.0293839,124.55228615467273
50.0,16.21666237,4.527337829,3,176.198368,177.92614620743126
45.0,8.41713121,4.06002921,3,156.8844243,160.1248962107556
97.0,32.66492942,3.404343568,2,342.131861,345.31986375590157
59.0,16.64673559,6.234787461,4,210.121506,209.98904268793655
14.0,17.13933034,1.23397456,4,46.9175841,49.762822266748245
10.0,7.951313088,5.221649163,4,39.15997494,35.46861032702605
100.0,34.36913284,5.77397264,4,358.8975626,356.0289451601308
78.0,24.89028294,3.531093274,3,277.0940713,277.6703968506992
30.0,19.17715593,3.393101262,1,110.2396605,106.64672053057829
19.0,2.50188917,2.17074948,3,69.73251798,67.53948792221355
34.0,16.85678293,3.886005263,4,118.9163836,120.96915667498274
82.0,29.49738981,6.111231604,2,291.3194908,291.8578934452356
11.0,2.565648922,2.035296833,4,37.59292526,39.07209737240416
100.0,42.22523217,8.977117102,4,364.0797515,355.98634152635253
59.0,28.88785755,5.388404394,2,207.3302796,209.94199406355827
28.0,11.26841221,1.373882899,4,102.6790459,99.63060150802946
30.0,10.78600157,0.476179479,1,107.7561749,106.68595227716993
79.0,28.96967508,5.72254515,1,281.3554191,281.15039480207247
88.0,27.54281898,4.614034843,4,315.3768673,313.302240469856
59.0,21.27291211,3.385121455,1,215.9054823,209.94295339885517
43.0,15.09638769,5.999431004,4,155.8180547,153.00113837525896
15.0,2.524965192,4.075476124,4,54.68286208,53.294580058935
90.0,36.71377854,8.103656838,2,320.6784079,320.32626221359607
86.0,34.12647526,6.036185407,2,304.7199358,306.10504317802287
93.0,29.60636034,4.53404604,2,331.0361116,331.0590438516502
34.0,13.93985815,1.153340571,4,124.4780998,121.00417148870307
31.0,12.32745975,1.450388739,4,106.7625412,110.31516065624642
55.0,19.95572923,5.245123382,2,197.7353291,195.6990731555429
61.0,23.9098499,5.37298311,3,218.092673,217.0944941710952
38.0,12.93873682,0.763284304,3,134.9158375,135.23058376177508
40.0,6.840434393,2.21127782,2,141.1148856,142.31200470926865
50.0,19.57574792,0.47773224,2,176.8909589,177.94869853847234
89.0,29.55612297,6.364723126,3,310.4725062,316.8150828025494
12.0,7.525871114,4.351137632,1,45.3684816,42.52360284787151
47.0,13.39621739,4.181491721,4,164.7607918,167.27219211787528
14.0,3.492288507,1.662926385,2,51.36711319,49.70901511495064
94.0,27.47401916,5.880689586,3,336.3336192,334.63164073439486
47.0,13.47141759,2.441219796,3,167.7045406,167.26717569916647
64.0,12.6264151,1.734419715,2,232.3602699,227.80296647668894
36.0,1.546544558,0.259152416,2,128.3416589,128.09030282568258
43.0,17.79694208,3.052953409,3,153.8017429,153.010201535409
35.0,7.886447626,1.758378079,4,124.2568582,124.56073587633752
45.0,10.90863806,3.192073711,4,158.3131509,160.16145124558253
26.0,2.208687393,0.194148665,2,94.32551695,92.47126792461005
89.0,23.72064054,0.690473124,4,321.3230185,316.9143471258772
36.0,11.64101703,1.088920803,2,129.9458887,128.07643218178438
18.0,1.056114844,0.748769308,2,62.49807961,63.969086403809186
97.0,30.53983841,8.846154241,4,348.4529616,345.3061967079265
15.0,9.809647258,2.175099221,3,51.15173712,53.289019658979036
12.0,5.013390243,0.840971884,1,41.3738608,42.568146024701264
26.0,9.175047221,0.906720708,2,92.1842394,92.45995504469175
78.0,23.93088014,3.943732847,4,275.0988049,277.692237372701
21.0,1.380311071,5.286680958,4,80.94072509,74.65168391728402
75.0,20.34898797,1.227180495,2,272.2501078,266.9881313475643
13.0,1.939453608,0.658229751,1,49.15396788,46.133461054453115
62.0,18.22598841,6.618429614,1,219.8899849,220.58969204700094
96.0,33.24653379,3.953012517,3,343.302666,341.77750935233826
47.0,19.83138083,2.825675852,2,170.979336,167.23352163704925
13.0,14.2755592,2.329490869,2,48.98112405,46.134971121337394
81.0,29.72285354,1.837938386,1,291.3337296,288.3223689649503
75.0,23.48296489,3.750273951,2,263.3750447,266.9556468595512
16.0,8.816320663,1.782789571,1,53.2142485,56.80293849232449
12.0,3.556576557,0.360014914,2,37.24327179,42.60127606823481
32.0,11.21930355,0.656788657,2,114.7290885,113.83411114129056
100.0,32.57274847,5.430991677,2,355.3297239,355.980571797699
20.0,6.416720778,2.258860613,1,66.76720286,71.04570519630032
16.0,5.671721291,0.712198048,1,53.79021764,56.81736042842287
57.0,21.66626693,11.53462604,4,200.8056007,202.79743570332076
55.0,20.04545281,3.068510586,3,196.5427867,195.7527499720016
83.0,29.04890683,1.976047337,1,287.2446931,295.4448102803527
79.0,23.51057067,2.188926056,3,281.5789422,281.2495370526831
25.0,0.981140161,1.377660378,1,92.30243141,88.86838243086972
60.0,18.47461371,1.883694635,4,210.4689581,213.60448002807746
66.0,18.90171732,4.247814704,2,230.3210909,234.89342001452485
56.0,21.46041579,2.388734762,2,202.760593,199.2960329517805
50.0,18.2630567,4.050816325,4,180.4424011,177.95798910147948
70.0,20.91279178,4.007210363,4,247.9036965,249.19682076336593
63.0,25.08149831,2.684253156,2,221.8098717,224.22481124040684
26.0,12.59696072,2.103348433,2,91.81486029,92.44386794069413
93.0,27.05446611,5.748857069,2,328.6740039,331.0448314051029
56.0,23.96574055,6.276644732,2,197.9449499,199.2467938911103
15.0,4.953746366,0.903951533,1,50.81086695,53.25326682501703
32.0,10.57992982,0.064459595,4,117.0207161,113.89497452238356
52.0,18.22775097,1.46423568,3,184.4052178,185.08746008511417
97.0,34.85516799,8.128920858,3,349.2786694,345.28696455186633
59.0,13.85180397,2.552071784,2,210.5865244,209.98256026469517
59.0,20.68293062,1.912705682,1,209.2848034,209.96147485577418
45.0,18.09700717,0.102153377,2,160.4351038,160.14408475635238
59.0,25.75238399,3.388303521,4,209.8044787,210.02124518579623
31.0,9.288699517,4.01258944,1,112.3453068,110.20445385921033
61.0,20.21722551,6.875922114,1,216.6811536,217.0238280240116
43.0,18.23019243,4.079293023,1,155.5991953,152.9440123984715
82.0,22.66547098,2.926556978,4,291.8371949,291.95317828879723
55.0,14.4918081,3.340074777,4,195.9514284,195.77796086352194
90.0,32.32648182,5.609706527,4,322.0002384,320.4120960898648
45.0,10.52286115,1.8555802,2,162.7540906,160.12493916761127
87.0,36.18933987,4.810689752,2,303.0409934,309.6815215549408
73.0,23.51262647,5.371989647,2,265.8966362,259.81154333938787
29.0,22.05660505,4.372790192,1,102.160097,103.0715614348417
62.0,23.67422982,3.363063357,2,218.9998496,220.6549020080002
36.0,14.41288029,3.113926336,4,129.8253781,128.10354139446832
42.0,15.96668752,5.046547629,2,148.2024141,149.3974521526726
21.0,9.687797959,3.394478002,1,78.44892035,74.5923910430371
41.0,17.50679395,1.258508241,2,148.0600815,145.8820652962005
73.0,30.35054482,5.230125086,1,260.2383199,259.7842675943878
34.0,13.051953,2.381356122,3,123.3031219,120.96257406779615
41.0,10.71151338,1.080983657,2,139.6303564,145.8866630667704
19.0,0.388590647,0.255873313,2,67.48699862,67.53741287351089
34.0,14.88677162,0.899125167,3,116.3272967,120.98036487156709
32.0,8.459387308,0.474236007,4,115.552505,113.89062343994674
29.0,8.943415485,2.715735436,1,105.320521,103.09678350455881
91.0,17.88186115,4.934914451,1,327.3869317,323.9076233422792
20.0,9.02380286,1.837913545,1,70.50156181,71.05002411743114
50.0,17.478614,6.264962348,2,173.8536921,177.87745420123693
39.0,10.98094871,1.069789208,1,135.8889695,138.7361498810698
64.0,25.13907969,3.249423621,1,231.6576938,227.7530868729417
